uid,genre,aired,episodes,score,start,end
1991,['Mecha'],"Feb 15, 2007 to May 3, 2007",12.0,6.01,"Feb 15, 2007","May 3, 2007"
5466,"['Comedy', 'Magic', 'Fantasy']",1998,1.0,6.01,1998,
24047,"['Adventure', 'Kids']","Mar, 2011",1.0,6.01,"Mar, 2011",
10760,['Drama'],"Mar 20, 1918",1.0,6.01,"Mar 20, 1918",
12971,"['Magic', 'Shoujo']","Jul 15, 1989",1.0,6.01,"Jul 15, 1989",
20243,"['Comedy', 'Slice of Life']","Apr 23, 1990 to Mar 29, 1991",199.0,6.01,"Apr 23, 1990","Mar 29, 1991"
9282,"['Game', 'Shounen']","Aug 21, 2010",1.0,6.01,"Aug 21, 2010",
24127,"['Historical', 'Horror', 'Supernatural']","Sep 21, 2012",1.0,6.01,"Sep 21, 2012",
39415,['Fantasy'],"Feb 27, 2019",1.0,6.01,"Feb 27, 2019",
8563,"['Adventure', 'Drama', 'Sci-Fi']","Aug 4, 1984",1.0,6.01,"Aug 4, 1984",
8551,"['Comedy', 'Sci-Fi', 'Shounen']","Mar 3, 2007",1.0,6.01,"Mar 3, 2007",
24793,['Comedy'],"Jul 18, 2012 to ?",26.0,6.01,"Jul 18, 2012",?
21997,"['Action', 'Adventure', 'Comedy', 'Shounen']","Apr 7, 2012 to Mar 30, 2013",51.0,6.01,"Apr 7, 2012","Mar 30, 2013"
33462,"['Comedy', 'School']","Oct 7, 2016 to Dec 23, 2016",12.0,6.01,"Oct 7, 2016","Dec 23, 2016"
7625,"['Fantasy', 'Kids']","Jun 7, 1992 to Dec 6, 1992",26.0,6.02,"Jun 7, 1992","Dec 6, 1992"
5474,"['Comedy', 'Fantasy', 'Kids']","Dec 11, 2001 to Mar 26, 2002",26.0,5.99,"Dec 11, 2001","Mar 26, 2002"
28227,"['Ecchi', 'Drama']","May 28, 2014",2.0,6.02,"May 28, 2014",
1148,"['Historical', 'Horror', 'Supernatural']","Sep 27, 1991 to Sep 25, 1992",4.0,6.02,"Sep 27, 1991","Sep 25, 1992"
4682,"['Comedy', 'Kids']","Mar 14, 1998",1.0,6.02,"Mar 14, 1998",
5469,"['Action', 'Military', 'Historical', 'Drama']",2004,1.0,6.01,2004,
32816,"['Comedy', 'Sports', 'Shounen']","Feb 26, 2016",2.0,6.02,"Feb 26, 2016",
34332,"['Slice of Life', 'Comedy']","Jan 11, 2019 to Mar 29, 2019",12.0,6.01,"Jan 11, 2019","Mar 29, 2019"
18489,"['Adventure', 'Comedy', 'Kids']","Jan 21, 2011",1.0,6.02,"Jan 21, 2011",
17787,"['Sci-Fi', 'Seinen']",1985,1.0,5.99,1985,
18039,"['Ecchi', 'Harem', 'Romance']","Jun 20, 2013",1.0,5.99,"Jun 20, 2013",
9990,"['Dementia', 'Drama']","Sep 24, 2011",1.0,5.99,"Sep 24, 2011",
25967,"['Comedy', 'Kids', 'Sports']",2009,52.0,5.98,2009,
39872,"['Music', 'Dementia', 'Drama']","Sep 29, 2011",1.0,5.98,"Sep 29, 2011",
8493,"['Adventure', 'Super Power', 'Demons', 'Supernatural']","Mar 20, 1999",1.0,5.98,"Mar 20, 1999",
1200,"['Adventure', 'Samurai', 'Fantasy']","Apr 9, 2006 to Oct 8, 2006",26.0,5.98,"Apr 9, 2006","Oct 8, 2006"
12485,"['Mystery', 'Comedy', 'Horror', 'Demons', 'Supernatural', 'Vampire']","Apr 7, 2001 to Jun 30, 2001",12.0,5.98,"Apr 7, 2001","Jun 30, 2001"
7175,"['Comedy', 'Parody', 'Super Power']","Oct 7, 2009 to Dec 23, 2009",11.0,5.98,"Oct 7, 2009","Dec 23, 2009"
14095,"['Action', 'Comedy', 'Seinen']","Apr 13, 2012 to Apr 29, 2012",4.0,5.98,"Apr 13, 2012","Apr 29, 2012"
5260,"['Kids', 'Adventure']",2007,10.0,5.98,2007,
2079,"['Adventure', 'Comedy', 'Ecchi', 'Fantasy', 'Magic']","Mar 20, 1991 to Sep 20, 1991",4.0,5.94,"Mar 20, 1991","Sep 20, 1991"
8130,"['Sci-Fi', 'Adventure', 'Comedy', 'Mecha']","Sep 8, 1984 to Dec 15, 1984",13.0,5.94,"Sep 8, 1984","Dec 15, 1984"
35809,['Music'],"Nov 25, 2015",1.0,5.94,"Nov 25, 2015",
32927,"['Action', 'Mecha']","Mar 26, 2016",1.0,5.94,"Mar 26, 2016",
9862,"['Adventure', 'Magic', 'Fantasy', 'Shoujo']","Aug 8, 1992",1.0,5.93,"Aug 8, 1992",
22295,"['Historical', 'Romance', 'Fantasy', 'Josei']","Nov 28, 2014",1.0,5.93,"Nov 28, 2014",
2092,"['Drama', 'Romance', 'Shoujo']","Aug 27, 1993",1.0,5.93,"Aug 27, 1993",
33663,"['Fantasy', 'Magic', 'Music']","Apr 28, 2006 to Sep 22, 2006",6.0,5.93,"Apr 28, 2006","Sep 22, 2006"
1245,"['Action', 'Supernatural', 'Demons', 'Drama', 'Horror', 'Sci-Fi', 'Shoujo']","Jan 21, 1998",1.0,5.93,"Jan 21, 1998",
38667,"['Action', 'Music']","Feb 27, 2019",1.0,5.93,"Feb 27, 2019",
31318,"['Action', 'Adventure', 'Fantasy', 'Mecha']","Oct 4, 2015 to Dec 20, 2015",12.0,5.92,"Oct 4, 2015","Dec 20, 2015"
9043,"['Action', 'Fantasy']","Oct 1, 1990",3.0,5.92,"Oct 1, 1990",
9167,['Ecchi'],"Sep 22, 2010 to Feb 24, 2011",6.0,5.92,"Sep 22, 2010","Feb 24, 2011"
2476,"['Harem', 'Drama', 'Romance', 'School']","Jul 4, 2007 to Sep 27, 2007",12.0,5.9,"Jul 4, 2007","Sep 27, 2007"
24789,['Music'],"Apr, 2010",1.0,5.9,"Apr, 2010",
7980,"['Slice of Life', 'Comedy', 'Supernatural', 'School']","Sep 1, 1971 to Dec 27, 1972",70.0,5.87,"Sep 1, 1971","Dec 27, 1972"
38065,['Drama'],"May 7, 2018",1.0,5.87,"May 7, 2018",
22503,"['Sci-Fi', 'Slice of Life', 'Comedy', 'Kids', 'School']","Mar 10, 2014 to Mar 21, 2014",10.0,5.87,"Mar 10, 2014","Mar 21, 2014"
17871,"['Comedy', 'Romance', 'School']","Jan 25, 2013",1.0,5.87,"Jan 25, 2013",
3363,"['Action', 'Sci-Fi']","Apr 9, 2008 to Oct 1, 2008",26.0,7.16,"Apr 9, 2008","Oct 1, 2008"
12823,"['Comedy', 'Parody']","Jan 27, 2012 to May 30, 2012",2.0,7.16,"Jan 27, 2012","May 30, 2012"
1066,"['Comedy', 'Parody']","Jan 25, 2006 to Apr 4, 2007",4.0,7.16,"Jan 25, 2006","Apr 4, 2007"
478,"['Action', 'Mecha', 'Romance', 'Super Power', 'Supernatural', 'Sci-Fi']","Apr 5, 2005 to Sep 27, 2005",26.0,7.16,"Apr 5, 2005","Sep 27, 2005"
26079,"['Comedy', 'Sci-Fi', 'Seinen']","Dec 20, 2013",2.0,5.86,"Dec 20, 2013",
553,"['Comedy', 'Drama', 'Fantasy', 'Horror', 'Magic', 'Shoujo', 'Shounen Ai', 'Vampire']","Oct 2, 2000 to Dec 18, 2000",13.0,7.16,"Oct 2, 2000","Dec 18, 2000"
1414,"['Action', 'Adventure', 'Mystery', 'Comedy', 'Seinen']","Jul 22, 2005",1.0,7.15,"Jul 22, 2005",
31370,"['Music', 'Comedy', 'Shounen']","Apr 10, 2016 to Jun 26, 2016",12.0,7.15,"Apr 10, 2016","Jun 26, 2016"
20035,"['Action', 'Magic', 'Sci-Fi', 'Super Power']","Aug 28, 2013",1.0,7.15,"Aug 28, 2013",
3079,"['Space', 'Mecha', 'Military', 'Sci-Fi']","Oct 3, 1985 to Jun 26, 1986",38.0,7.14,"Oct 3, 1985","Jun 26, 1986"
37338,"['Comedy', 'Parody', 'Psychological', 'Drama', 'Seinen']","Jul 4, 2018 to Dec 26, 2018",24.0,7.14,"Jul 4, 2018","Dec 26, 2018"
36289,['Music'],"Sep 11, 2017",1.0,7.14,"Sep 11, 2017",
2913,"['Adventure', 'Drama']","Jan 12, 1992 to Dec 20, 1992",40.0,7.14,"Jan 12, 1992","Dec 20, 1992"
228,"['Mystery', 'Horror', 'Psychological', 'Supernatural']","Oct 5, 2005 to Apr 5, 2006",26.0,7.71,"Oct 5, 2005","Apr 5, 2006"
29437,"['Action', 'Police', 'Comedy', 'Mystery', 'Shounen']","Jan 3, 2015",1.0,7.14,"Jan 3, 2015",
393,"['Adventure', 'Drama', 'Fantasy', 'Mecha', 'Romance', 'Sci-Fi', 'Shoujo']","Jun 24, 2000",1.0,7.14,"Jun 24, 2000",
1336,"['Action', 'Adventure', 'Drama', 'Horror', 'Sci-Fi']","Oct 24, 1991 to Aug 21, 1992",6.0,7.13,"Oct 24, 1991","Aug 21, 1992"
2490,"['Comedy', 'Fantasy', 'Shounen', 'Sports']","Mar 6, 2004",1.0,7.12,"Mar 6, 2004",
1709,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Kids']","Dec 30, 2000",1.0,7.12,"Dec 30, 2000",
5691,"['Action', 'Adventure', 'Magic', 'Martial Arts', 'School', 'Sci-Fi', 'Super Power']","Jun 10, 2004",1.0,7.12,"Jun 10, 2004",
7144,"['Action', 'Military', 'Adventure', 'Space', 'Drama']","Dec 12, 2009",1.0,7.12,"Dec 12, 2009",
448,"['Adventure', 'Drama', 'Martial Arts', 'Romance', 'Shounen', 'Supernatural']","Mar 16, 2005",2.0,7.12,"Mar 16, 2005",
24591,"['Comedy', 'Kids', 'Supernatural']","Dec 20, 2014",1.0,7.12,"Dec 20, 2014",
7152,"['Magic', 'Comedy', 'Shoujo']","Oct 5, 2009 to Sep 20, 2010",50.0,7.11,"Oct 5, 2009","Sep 20, 2010"
1079,"['Action', 'Adventure', 'Romance', 'Mecha', 'Sci-Fi', 'Police']","Feb 25, 1995 to Nov 25, 1995",4.0,7.11,"Feb 25, 1995","Nov 25, 1995"
37982,"['Drama', 'Romance', 'School', 'Shounen']","Jan 12, 2019 to Mar 30, 2019",12.0,7.11,"Jan 12, 2019","Mar 30, 2019"
33203,"['Music', 'Drama', 'Romance', 'School', 'Shoujo']","Apr 11, 2017 to Jun 27, 2017",12.0,7.11,"Apr 11, 2017","Jun 27, 2017"
30988,"['Slice of Life', 'Comedy', 'Seinen']","Mar 23, 2015 to Jun 22, 2016",2.0,7.11,"Mar 23, 2015","Jun 22, 2016"
34280,"['Comedy', 'Romance', 'School']","Jul 13, 2017 to Sep 28, 2017",12.0,7.11,"Jul 13, 2017","Sep 28, 2017"
5978,"['Comedy', 'School', 'Shounen', 'Supernatural']","May 27, 2009",1.0,7.11,"May 27, 2009",
37447,"['Action', 'Adventure', 'Mystery', 'Drama', 'Shounen']","Oct 11, 2018 to Jun 27, 2019",36.0,7.11,"Oct 11, 2018","Jun 27, 2019"
8619,"['Ecchi', 'Music']","Mar 26, 2010",1.0,5.86,"Mar 26, 2010",
8972,"['Magic', 'Shoujo']","Aug 3, 1985",1.0,5.86,"Aug 3, 1985",
17891,"['Music', 'Slice of Life', 'Kids']","Jun 1, 2005",1.0,5.86,"Jun 1, 2005",
22571,"['Kids', 'Fantasy']","Nov 23, 2001",1.0,5.85,"Nov 23, 2001",
1223,['Shoujo'],"Feb 14, 2005",1.0,5.85,"Feb 14, 2005",
8626,"['Slice of Life', 'Music']","Apr, 2008",1.0,5.85,"Apr, 2008",
7466,['Comedy'],"May, 2003",1.0,5.85,"May, 2003",
32349,"['Comedy', 'Kids']","Nov 2, 2015",1.0,5.85,"Nov 2, 2015",
36913,['Comedy'],"Feb, 2011 to Mar, 2011",4.0,5.85,"Feb, 2011","Mar, 2011"
4460,"['Dementia', 'Psychological']","Jul 14, 2001",1.0,5.85,"Jul 14, 2001",
35979,['Music'],"May 22, 2011",1.0,5.85,"May 22, 2011",
30382,"['Action', 'Comedy', 'Drama', 'Fantasy', 'Mecha', 'Romance', 'Sci-Fi']","Jul 3, 2015 to Dec 25, 2015",26.0,5.8,"Jul 3, 2015","Dec 25, 2015"
29291,"['Action', 'Demons', 'Music']","Jun 16, 2010",1.0,5.8,"Jun 16, 2010",
37466,"['Kids', 'Music']","Feb 2, 2003",1.0,5.8,"Feb 2, 2003",
31769,['Historical'],2013,1.0,5.8,2013,
40438,['Mecha'],"Dec 3, 2019",6.0,5.78,"Dec 3, 2019",
27457,"['Cars', 'Kids']","Feb 29, 2012 to May 24, 2012",26.0,5.8,"Feb 29, 2012","May 24, 2012"
12907,"['Fantasy', 'Historical', 'Supernatural']","Feb 2, 2012 to Mar 1, 2012",3.0,5.8,"Feb 2, 2012","Mar 1, 2012"
33936,['Music'],"May 16, 2016 to Oct 31, 2019",2.0,5.79,"May 16, 2016","Oct 31, 2019"
35981,['Slice of Life'],"Jul 12, 2013 to Jul 6, 2014",2.0,5.77,"Jul 12, 2013","Jul 6, 2014"
38676,['Comedy'],"Aug 28, 2018",2.0,5.77,"Aug 28, 2018",
9575,['Fantasy'],"Feb 3, 1980",1.0,5.77,"Feb 3, 1980",
2522,"['Magic', 'Adventure', 'Comedy', 'Sci-Fi', 'Shounen']","Sep 25, 1995 to Nov 25, 1995",2.0,5.77,"Sep 25, 1995","Nov 25, 1995"
1227,"['Space', 'Supernatural', 'Demons', 'Historical', 'Horror', 'Sci-Fi', 'Shounen']","Dec 21, 1989 to Dec 21, 1991",4.0,5.77,"Dec 21, 1989","Dec 21, 1991"
9365,"['Action', 'Adventure', 'Comedy', 'Fantasy']","Nov 11, 2007",1.0,5.77,"Nov 11, 2007",
7156,"['Action', 'Adventure', 'Sci-Fi', 'Space']","Mar 16, 1985",1.0,5.76,"Mar 16, 1985",
32750,['Music'],"Apr 6, 2015",1.0,5.76,"Apr 6, 2015",
31505,"['Action', 'Samurai']","Aug 7, 2015",1.0,5.76,"Aug 7, 2015",
1933,['Action'],"Mar 10, 2005",1.0,5.76,"Mar 10, 2005",
5492,"['Sci-Fi', 'Slice of Life']","Sep 14, 2003",1.0,5.76,"Sep 14, 2003",
786,"['Comedy', 'Fantasy', 'School']","Apr 12, 2004 to Jul 5, 2004",13.0,5.76,"Apr 12, 2004","Jul 5, 2004"
29797,['Kids'],1978,1.0,5.76,1978,
6073,"['Space', 'Comedy', 'Sci-Fi']","Aug 1, 1981",1.0,5.75,"Aug 1, 1981",
35408,['Kids'],1929,1.0,5.75,1929,
39086,['Music'],"Nov 29, 2012",1.0,5.73,"Nov 29, 2012",
21663,"['Action', 'Samurai', 'Sci-Fi']","Oct, 1997",1.0,5.73,"Oct, 1997",
5293,"['Action', 'Adventure', 'Romance', 'Sci-Fi', 'Drama']","Aug 21, 1983",1.0,5.73,"Aug 21, 1983",
38702,['Music'],"Feb 3, 2011",1.0,5.73,"Feb 3, 2011",
34289,"['Action', 'Sci-Fi', 'School']","Jan 7, 2017 to Apr 1, 2017",13.0,5.72,"Jan 7, 2017","Apr 1, 2017"
15719,"['Comedy', 'Historical', 'Romance']","Oct 1, 2012",1.0,7.09,"Oct 1, 2012",
461,"['Action', 'Adventure', 'Comedy', 'Super Power', 'Fantasy', 'Shounen']","Mar 2, 2002",1.0,7.08,"Mar 2, 2002",
23285,"['Slice of Life', 'Comedy', 'Kids']","Mar 21, 2014",1.0,7.08,"Mar 21, 2014",
10302,"['Action', 'Comedy', 'Kids', 'Fantasy']","Feb 3, 2011",2.0,7.08,"Feb 3, 2011",
3424,"['Drama', 'Historical', 'Kids', 'Slice of Life']","Jan 6, 2008 to Dec 28, 2008",52.0,7.08,"Jan 6, 2008","Dec 28, 2008"
35965,"['Fantasy', 'Magic']","Oct 28, 2017",1.0,7.08,"Oct 28, 2017",
991,"['Action', 'Comedy', 'Ecchi', 'Magic', 'Romance']","Nov 9, 2001 to Apr 26, 2002",3.0,5.72,"Nov 9, 2001","Apr 26, 2002"
37553,['Music'],"Mar 20, 2018",1.0,5.71,"Mar 20, 2018",
35228,"['Comedy', 'Historical', 'Romance', 'Shoujo']","Oct 19, 2018",1.0,7.06,"Oct 19, 2018",
30925,"['Sci-Fi', 'Adventure']","Jun 20, 2015",1.0,7.06,"Jun 20, 2015",
33718,"['Harem', 'Music']","Jul 21, 2016",1.0,5.71,"Jul 21, 2016",
9708,"['Action', 'Mecha', 'Military', 'Sci-Fi']","Sep 25, 2009 to Nov 25, 2009",2.0,5.71,"Sep 25, 2009","Nov 25, 2009"
1573,"['Action', 'Comedy', 'Drama', 'Ecchi', 'Fantasy', 'Horror', 'Magic', 'Shounen']","Jan 9, 1995 to Dec 25, 1995",51.0,7.05,"Jan 9, 1995","Dec 25, 1995"
19287,['Music'],"Apr 17, 2013",1.0,5.71,"Apr 17, 2013",
24347,"['Sports', 'Super Power', 'Shounen']","Jun 13, 2014",1.0,7.05,"Jun 13, 2014",
7088,"['Action', 'Harem', 'Comedy', 'Magic', 'Ecchi', 'Fantasy', 'School']","Apr 3, 2010 to Jun 19, 2010",12.0,7.05,"Apr 3, 2010","Jun 19, 2010"
24261,"['Action', 'Adventure', 'Comedy', 'Fantasy']","Mar 10, 2015",1.0,7.05,"Mar 10, 2015",
37259,"['Seinen', 'Sports']","Jul 2, 2018 to Oct 1, 2018",13.0,7.05,"Jul 2, 2018","Oct 1, 2018"
4765,"['Action', 'Drama', 'Military', 'Sci-Fi']","Oct 24, 2008",2.0,7.05,"Oct 24, 2008",
507,"['Comedy', 'Romance', 'Shoujo', 'Shounen Ai']","Jul 23, 1999 to Sep 22, 1999",2.0,7.05,"Jul 23, 1999","Sep 22, 1999"
30544,"['Action', 'Comedy', 'Ecchi', 'Fantasy', 'Harem', 'Romance', 'School', 'Sci-Fi', 'Supernatural']","Oct 3, 2015 to Dec 19, 2015",12.0,7.05,"Oct 3, 2015","Dec 19, 2015"
2678,"['Adventure', 'Fantasy', 'Kids', 'Shounen']","Mar 8, 1997",1.0,7.05,"Mar 8, 1997",
2651,"['Comedy', 'Kids', 'Fantasy']","Mar 7, 1998",1.0,7.05,"Mar 7, 1998",
10418,"['Action', 'Sci-Fi', 'Horror', 'Shounen']","Oct 8, 2011",1.0,7.05,"Oct 8, 2011",
35286,['Sci-Fi'],"Mar 26, 2017 to Oct 24, 2017",5.0,5.7,"Mar 26, 2017","Oct 24, 2017"
33366,"['Action', 'Demons']","Jun 30, 2016 to Jul 12, 2016",3.0,5.7,"Jun 30, 2016","Jul 12, 2016"
25981,"['Action', 'Kids']",2008,1.0,5.7,2008,
7314,"['Adventure', 'Fantasy', 'Kids']","Sep 12, 2009",1.0,5.7,"Sep 12, 2009",
20785,"['Action', 'Sci-Fi', 'Supernatural', 'Magic', 'Romance', 'School']","Apr 6, 2014 to Sep 28, 2014",26.0,7.68,"Apr 6, 2014","Sep 28, 2014"
33028,"['Action', 'Mystery', 'Horror', 'Psychological', 'School']","Jul 14, 2016 to Sep 22, 2016",11.0,7.64,"Jul 14, 2016","Sep 22, 2016"
15197,"['Action', 'Mecha', 'Military']","Sep 14, 2013",1.0,7.64,"Sep 14, 2013",
7647,"['Comedy', 'Romance', 'Seinen']","Apr 5, 2010 to Jun 28, 2010",13.0,7.64,"Apr 5, 2010","Jun 28, 2010"
10495,"['Slice of Life', 'Comedy', 'School', 'Shoujo Ai']","Jul 5, 2011 to Sep 20, 2011",12.0,7.65,"Jul 5, 2011","Sep 20, 2011"
30413,"['Comedy', 'Drama', 'Shounen', 'Sports']","Aug 28, 2015",1.0,7.65,"Aug 28, 2015",
32681,"['Action', 'Adventure', 'Comedy', 'Space']","Apr 1, 2016 to Jun 24, 2016",13.0,7.65,"Apr 1, 2016","Jun 24, 2016"
10033,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Shounen']","Apr 3, 2011 to Mar 30, 2014",147.0,7.65,"Apr 3, 2011","Mar 30, 2014"
14227,"['Slice of Life', 'Comedy', 'Romance', 'School', 'Shoujo']","Oct 2, 2012 to Dec 25, 2012",13.0,7.65,"Oct 2, 2012","Dec 25, 2012"
16011,"['Comedy', 'Supernatural', 'Magic', 'Romance', 'School']","Oct 9, 2013 to Mar 26, 2014",24.0,7.65,"Oct 9, 2013","Mar 26, 2014"
9751,"['Action', 'Ecchi', 'Magic', 'Military', 'Sci-Fi']","Mar 17, 2012",1.0,7.65,"Mar 17, 2012",
7807,"['Slice of Life', 'Magic', 'Comedy', 'Shoujo']","Jul 12, 1980",1.0,5.67,"Jul 12, 1980",
8704,"['Music', 'Kids', 'Fantasy']","Dec 3, 2003",1.0,5.67,"Dec 3, 2003",
37268,"['Sci-Fi', 'Fantasy', 'School', 'Shounen']","Oct 8, 2019 to Dec 24, 2019",12.0,5.67,"Oct 8, 2019","Dec 24, 2019"
33746,"['Comedy', 'Sports']","Oct 5, 2016 to Dec 21, 2016",12.0,5.66,"Oct 5, 2016","Dec 21, 2016"
2837,"['Action', 'Comedy', 'Mecha', 'Sci-Fi']","Jan 21, 1991 to Apr 21, 1991",2.0,5.66,"Jan 21, 1991","Apr 21, 1991"
37034,"['Comedy', 'Parody']","Dec 30, 2016",1.0,5.66,"Dec 30, 2016",
4540,"['Action', 'Mecha', 'Sci-Fi']","Aug 1, 1998",1.0,5.66,"Aug 1, 1998",
39397,"['Comedy', 'Ecchi', 'Harem']","Feb 27, 2019 to Mar 27, 2019",2.0,5.65,"Feb 27, 2019","Mar 27, 2019"
35701,['Kids'],"Oct 20, 2016",1.0,5.65,"Oct 20, 2016",
30089,"['Comedy', 'Horror']",2011 to 2012,4.0,5.65,2011,2012
4939,"['Comedy', 'Parody']","May 27, 2008 to Oct 8, 2008",20.0,5.64,"May 27, 2008","Oct 8, 2008"
6667,['Music'],2007,1.0,5.64,2007,
24315,"['Kids', 'Music']","Oct 16, 2008",1.0,5.64,"Oct 16, 2008",
10407,['Slice of Life'],"Mar 21, 2011",1.0,5.64,"Mar 21, 2011",
30070,"['Action', 'Historical']",1981,1.0,5.64,1981,
34907,['Kids'],2014,1.0,5.64,2014,
20705,"['Music', 'Parody']","May 21, 2013 to Jun 28, 2013",3.0,5.63,"May 21, 2013","Jun 28, 2013"
13041,"['Action', 'Kids']","Dec 17, 2011",1.0,5.63,"Dec 17, 2011",
3025,"['Action', 'Fantasy', 'Magic']","Oct 21, 1992 to Nov 21, 1992",2.0,5.63,"Oct 21, 1992","Nov 21, 1992"
32251,['Slice of Life'],"Oct 1, 2015 to Aug 1, 2016",6.0,5.63,"Oct 1, 2015","Aug 1, 2016"
37877,['School'],"Jan 26, 2018 to Feb 10, 2018",4.0,5.63,"Jan 26, 2018","Feb 10, 2018"
10463,"['Action', 'Sci-Fi']","Sep 27, 1991",1.0,5.62,"Sep 27, 1991",
11661,"['Action', 'Comedy', 'Mecha', 'Sci-Fi']","Jun 16, 2010 to Jun 19, 2011",9.0,5.62,"Jun 16, 2010","Jun 19, 2011"
16247,"['Mystery', 'Shoujo']","Feb 3, 1990",1.0,5.62,"Feb 3, 1990",
36943,"['Comedy', 'Ecchi', 'Shoujo Ai']","Apr 4, 2018 to Jun 20, 2018",12.0,5.62,"Apr 4, 2018","Jun 20, 2018"
6759,"['Comedy', 'Slice of Life']","Dec 24, 1988",1.0,5.61,"Dec 24, 1988",
38784,"['Game', 'Music']","Dec 7, 2016",1.0,5.61,"Dec 7, 2016",
36095,['Music'],"May 1, 2014",1.0,5.61,"May 1, 2014",
32861,['Music'],"Nov 11, 2013",1.0,5.59,"Nov 11, 2013",
12769,"['Horror', 'Psychological']","May 21, 1991 to Nov 21, 1991",4.0,5.59,"May 21, 1991","Nov 21, 1991"
8628,"['Fantasy', 'Music']",2006,1.0,5.58,2006,
24197,['Music'],"Apr 9, 2014",1.0,5.58,"Apr 9, 2014",
8360,"['Slice of Life', 'Comedy', 'Ecchi', 'School', 'Seinen']","Apr 18, 1998",1.0,7.05,"Apr 18, 1998",
11717,"['Adventure', 'Comedy', 'Parody', 'Fantasy']",2000,1.0,5.72,2000,
596,"['Romance', 'Comedy']","Jun 27, 2003",1.0,7.05,"Jun 27, 2003",
3745,"['Action', 'Adventure', 'Comedy', 'Seinen']","Apr 23, 1994",1.0,7.05,"Apr 23, 1994",
1014,"['Slice of Life', 'Magic', 'Comedy', 'Shoujo']","Aug 21, 2003 to Aug 28, 2003",2.0,7.05,"Aug 21, 2003","Aug 28, 2003"
14751,"['Demons', 'Magic', 'Romance', 'Shoujo']","Jul 5, 2014 to Jul 18, 2015",26.0,7.05,"Jul 5, 2014","Jul 18, 2015"
1225,"['Action', 'Adventure', 'Horror', 'Demons', 'Romance', 'Fantasy']","Jul 25, 1995 to Jun 25, 1996",3.0,7.05,"Jul 25, 1995","Jun 25, 1996"
36798,"['Drama', 'Fantasy', 'Magic', 'Slice of Life']","Nov 18, 2017",1.0,7.06,"Nov 18, 2017",
34039,"['Music', 'Dementia']","Nov 2, 2015",1.0,5.75,"Nov 2, 2015",
35880,"['Comedy', 'Sports', 'Drama', 'Shounen']","Oct 13, 2017",1.0,7.06,"Oct 13, 2017",
40298,"['Military', 'Parody']","Feb 8, 2019",1.0,7.06,"Feb 8, 2019",
3868,"['Historical', 'Drama', 'Romance', 'Shoujo']","May 19, 1990",1.0,7.06,"May 19, 1990",
1922,"['Action', 'Sci-Fi', 'Adventure', 'Comedy', 'Drama', 'Romance']","Jan 26, 1985",1.0,7.06,"Jan 26, 1985",
29501,"['Kids', 'Sports']","Jan 3, 2012",1.0,5.77,"Jan 3, 2012",
343,"['Comedy', 'Fantasy', 'Romance', 'Seinen', 'Vampire']","Oct 5, 2004 to Mar 29, 2005",25.0,7.06,"Oct 5, 2004","Mar 29, 2005"
12321,"['Comedy', 'Historical', 'Seinen']","Jan 13, 2012 to Jan 27, 2012",3.0,7.06,"Jan 13, 2012","Jan 27, 2012"
29317,"['Harem', 'Comedy', 'Romance', 'Ecchi']","Jan 9, 2015",1.0,7.06,"Jan 9, 2015",
11841,"['Action', 'Historical', 'Martial Arts', 'Fantasy']","Jul 17, 2008 to 2008",18.0,7.06,"Jul 17, 2008",2008
2616,['Kids'],"Nov, 1992",1.0,5.86,"Nov, 1992",
1492,"['Action', 'Martial Arts', 'Super Power']","Apr 7, 2001 to Sep 29, 2001",26.0,7.06,"Apr 7, 2001","Sep 29, 2001"
31138,"['Action', 'Comedy', 'Magic', 'Fantasy']","Sep 25, 2015 to Feb 24, 2016",8.0,7.06,"Sep 25, 2015","Feb 24, 2016"
34658,"['Comedy', 'Romance']","Dec 22, 2017",1.0,7.06,"Dec 22, 2017",
10659,"['Action', 'Comedy', 'Martial Arts', 'Shounen', 'Super Power']","Jul 31, 2010",1.0,7.06,"Jul 31, 2010",
3656,"['Action', 'Shounen Ai', 'Supernatural']","Apr 8, 2008 to Sep 30, 2008",24.0,7.06,"Apr 8, 2008","Sep 30, 2008"
4997,"['Ecchi', 'Romance', 'Comedy', 'Military', 'Sci-Fi']","Dec 21, 2002",1.0,7.06,"Dec 21, 2002",
1711,"['Adventure', 'Comedy', 'Ecchi', 'Romance', 'Sci-Fi']","Oct 4, 2004 to Dec 27, 2004",13.0,5.92,"Oct 4, 2004","Dec 27, 2004"
1685,"['Action', 'Adventure', 'Comedy', 'Shounen']","Oct 21, 2002 to Apr 4, 2003",26.0,5.9,"Oct 21, 2002","Apr 4, 2003"
35067,"['Comedy', 'Parody']","Oct 3, 2017 to Mar 27, 2018",25.0,7.65,"Oct 3, 2017","Mar 27, 2018"
32668,"['Action', 'School', 'Supernatural', 'Vampire']","Feb 4, 2016",1.0,7.65,"Feb 4, 2016",
7877,"['Drama', 'School', 'Slice of Life']","Jul 23, 2003",1.0,7.65,"Jul 23, 2003",
10790,"['Action', 'Harem', 'Comedy', 'Supernatural', 'Magic', 'Ecchi']","Apr 5, 2012 to Jun 7, 2012",10.0,7.65,"Apr 5, 2012","Jun 7, 2012"
